Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
3397,856,28.56,[OP010] Take screwdriver,3216,810,27.04,1.52,P08_R04,4,Take screwdriver,OP010,R04,P08
3540,892,29.76,[OP010] Screw FIXA1 with B820,3397,856,28.56,1.2,P08_R04,12,Assemble system,OP010,R04,P08
3683,928,30.96,[OP010] Put down screwdriver,3540,892,29.76,1.2,P08_R04,5,Put down screwdriver,OP010,R04,P08
3849,970,32.36,[OP010] Take measuring rod,3683,928,30.96,1.4,P08_R04,8,Take measuring rod,OP010,R04,P08
4106,1035,34.52,[OP010] Place FIXA1 on LARD at 160mm,3892,981,32.72,1.8,P08_R04,12,Assemble system,OP010,R04,P08
4216,1062,35.44,[OP010] Put down measuring rod,4130,1041,34.72,0.72,P08_R04,9,Put down measuring rod,OP010,R04,P08
4406,1110,37.04,[OP010] Take screwdriver,4216,1062,35.44,1.6,P08_R04,4,Take screwdriver,OP010,R04,P08
4582,1154,38.52,[OP010] Screw FIXA1 with B820,4406,1110,37.04,1.48,P08_R04,12,Assemble system,OP010,R04,P08
4720,1189,39.68,[OP010] Put down screwdriver,4582,1154,38.52,1.16,P08_R04,5,Put down screwdriver,OP010,R04,P08
5143,1296,43.24,[OP020] Turn sheets,4729,1192,39.76,3.48,P08_R04,3,Turn sheets,OP020,R04,P08
5576,1405,46.88,[OP020] Catch Fixation FIXA1,5395,1359,45.36,1.52,P08_R04,6,Picking in front,OP020,R04,P08
5595,1410,47.04,[OP020] Put down component,5576,1405,46.88,0.16,P08_R04,11,Put down component,OP020,R04,P08
5752,1449,48.36,[OP020] Catch Fixture key LARD,5595,1410,47.04,1.32,P08_R04,7,Picking left,OP020,R04,P08
6128,1544,51.52,[OP020] Place LARD on P360-1,5890,1484,49.52,2.0,P08_R04,12,Assemble system,OP020,R04,P08
6295,1586,52.92,[OP020] Catch component,6223,1568,52.32,0.6,P08_R04,10,Take component,OP020,R04,P08
6490,1635,54.56,[OP020] Catch Bolt B820,6295,1586,52.92,1.64,P08_R04,7,Picking left,OP020,R04,P08
6775,1707,56.96,[OP020] Place FIXA1 on LARD at 160mm,6504,1639,54.68,2.28,P08_R04,12,Assemble system,OP020,R04,P08
7004,1765,58.88,[OP020] Take screwdriver,6818,1718,57.32,1.56,P08_R04,4,Take screwdriver,OP020,R04,P08
7242,1825,60.88,[OP020] Screw FIXA1 with B820,7004,1765,58.88,2.0,P08_R04,12,Assemble system,OP020,R04,P08
7332,1847,61.64,[OP020] Put down screwdriver,7242,1825,60.88,0.76,P08_R04,5,Put down screwdriver,OP020,R04,P08
7494,1888,63.0,[OP020] Take measuring rod,7332,1847,61.64,1.36,P08_R04,8,Take measuring rod,OP020,R04,P08
7698,1940,64.72,[OP020] Place FIXA1 on LARD at 160mm,7494,1888,63.0,1.72,P08_R04,12,Assemble system,OP020,R04,P08
7851,1978,66.0,[OP020] Put down measuring rod,7698,1940,64.72,1.28,P08_R04,9,Put down measuring rod,OP020,R04,P08
8027,2022,67.48,[OP020] Take screwdriver,7851,1978,66.0,1.48,P08_R04,4,Take screwdriver,OP020,R04,P08
8269,2084,69.52,[OP020] Screw FIXA1 with B820,8027,2022,67.48,2.04,P08_R04,12,Assemble system,OP020,R04,P08
8431,2124,70.88,[OP020] Put down screwdriver,8269,2084,69.52,1.36,P08_R04,5,Put down screwdriver,OP020,R04,P08
9031,2275,75.92,[OP030] Catch Fixation FIXT (x2),8802,2218,74.0,1.92,P08_R04,6,Picking in front,OP030,R04,P08
9054,2281,76.12,[OP030] Put down component,9031,2275,75.92,0.2,P08_R04,11,Put down component,OP030,R04,P08
9245,2329,77.72,[OP030] Catch Cover CAPO (x2),9054,2281,76.12,1.6,P08_R04,6,Picking in front,OP030,R04,P08
9297,2342,78.16,[OP030] Put down component,9245,2329,77.72,0.44,P08_R04,11,Put down component,OP030,R04,P08
9816,2473,82.52,[OP030] Catch Pillow block bearing PAL4019 (x2),9416,2372,79.16,3.36,P08_R04,7,Picking left,OP030,R04,P08
9877,2489,83.04,[OP030] Put down component,9816,2473,82.52,0.52,P08_R04,11,Put down component,OP030,R04,P08
10096,2544,84.88,[OP030] Catch Bolt B840 (x2),9877,2489,83.04,1.84,P08_R04,7,Picking left,OP030,R04,P08
10125,2551,85.12,[OP030] Put down component,10096,2544,84.88,0.24,P08_R04,11,Put down component,OP030,R04,P08
10353,2609,87.04,[OP030] Catch Fixture key LARD (x2),10134,2553,85.2,1.84,P08_R04,7,Picking left,OP030,R04,P08
10682,2691,89.8,[OP030] Place LARD on P360-1 (x2),10406,2622,87.48,2.32,P08_R04,12,Assemble system,OP030,R04,P08
10815,2725,90.92,[OP030] Catch component,10696,2695,89.92,1.0,P08_R04,10,Take component,OP030,R04,P08
11019,2776,92.64,[OP030] Place CAPO on P360-1(x2),10839,2731,91.12,1.52,P08_R04,12,Assemble system,OP030,R04,P08
11157,2811,93.8,[OP030] Catch component,11019,2776,92.64,1.16,P08_R04,10,Take component,OP030,R04,P08
11419,2877,96.0,[OP030] Place CAPO on P360-1(x2),11191,2820,94.08,1.92,P08_R04,12,Assemble system,OP030,R04,P08
11576,2917,97.32,[OP030] Catch component,11438,2882,96.16,1.16,P08_R04,10,Take component,OP030,R04,P08
11681,2943,98.2,[OP030] Place FIXT on LARD (x2),11576,2917,97.32,0.88,P08_R04,12,Assemble system,OP030,R04,P08
11933,3007,100.32,[OP030] Catch component,11728,2955,98.6,1.72,P08_R04,10,Take component,OP030,R04,P08
12204,3075,102.6,[OP030] Place PAL4019 on FIXT (x2),12033,3032,101.16,1.44,P08_R04,12,Assemble system,OP030,R04,P08
12366,3116,103.96,[OP030] Take screwdriver,12204,3075,102.6,1.36,P08_R04,4,Take screwdriver,OP030,R04,P08
13046,3287,109.68,[OP030] Screw PAL4019 with B820 (x2),12366,3116,103.96,5.72,P08_R04,12,Assemble system,OP030,R04,P08
13208,3328,111.04,[OP030] Put down screwdriver,13046,3287,109.68,1.36,P08_R04,5,Put down screwdriver,OP030,R04,P08
13417,3381,112.8,[OP030] Catch component,13217,3330,111.12,1.68,P08_R04,10,Take component,OP030,R04,P08
13679,3447,115.0,[OP030] Place FIXT on LARD (x2),13460,3391,113.16,1.84,P08_R04,12,Assemble system,OP030,R04,P08
13850,3490,116.44,[OP030] Catch component,13689,3449,115.08,1.36,P08_R04,10,Take component,OP030,R04,P08
14226,3584,119.6,[OP030] Place PAL4019 on FIXT (x2),13869,3495,116.6,3.0,P08_R04,12,Assemble system,OP030,R04,P08
14440,3638,121.4,[OP030] Take screwdriver,14255,3592,119.84,1.56,P08_R04,4,Take screwdriver,OP030,R04,P08
14992,3777,126.04,[OP030] Screw PAL4019 with B820 (x2),14440,3638,121.4,4.64,P08_R04,12,Assemble system,OP030,R04,P08
15144,3816,127.32,[OP030] Put down screwdriver,14992,3777,126.04,1.28,P08_R04,5,Put down screwdriver,OP030,R04,P08
15654,3944,131.60001,[OP030] Put down Profile P360-1,15359,3870,129.12,2.48,P08_R04,14,Put down subsystem,OP030,R04,P08
16077,4051,135.16,[OP040] Turn sheets,15801,3981,132.84,2.32,P08_R04,3,Turn sheets,OP040,R04,P08
16324,4113,137.24001,[OP040] Catch Fixation FIXA2,16077,4051,135.16,2.08,P08_R04,6,Picking in front,OP040,R04,P08
16348,4119,137.44,[OP040] Put down component,16324,4113,137.24001,0.2,P08_R04,11,Put down component,OP040,R04,P08
16562,4173,139.24001,[OP040] Catch Bolt B820,16348,4119,137.44,1.8,P08_R04,7,Picking left,OP040,R04,P08
16600,4183,139.56,[OP040] Put down component,16562,4173,139.24001,0.32,P08_R04,11,Put down component,OP040,R04,P08
16900,4258,142.08,[OP040] Catch component,16719,4213,140.56,1.52,P08_R04,10,Take component,OP040,R04,P08
17466,4401,146.84,[OP040] Place FIXA2 on P360-2,16900,4258,142.08,4.76,P08_R04,12,Assemble system,OP040,R04,P08
17614,4438,148.08,[OP040] Take screwdriver,17466,4401,146.84,1.24,P08_R04,4,Take screwdriver,OP040,R04,P08
17914,4513,150.60001,[OP040] Screw FIXA2 with B820,17614,4438,148.08,2.52,P08_R04,12,Assemble system,OP040,R04,P08
18032,4543,151.60001,[OP040] Put down screwdriver,17914,4513,150.60001,1.0,P08_R04,5,Put down screwdriver,OP040,R04,P08
18351,4624,154.28,[OP040] Catch Fixation FIXL,18185,4582,152.88,1.4,P08_R04,6,Picking in front,OP040,R04,P08
18370,4629,154.44,[OP040] Put down component,18351,4624,154.28,0.16,P08_R04,11,Put down component,OP040,R04,P08
18675,4705,157.0,[OP040] Catch Strap clamps BRIT (x2),18370,4629,154.44,2.56,P08_R04,7,Picking left,OP040,R04,P08
18741,4722,157.56,[OP040] Put down component,18718,4716,157.36,0.2,P08_R04,11,Put down component,OP040,R04,P08
18813,4740,158.16,[OP040] Catch component,18741,4722,157.56,0.6,P08_R04,10,Take component,OP040,R04,P08
19103,4813,160.60001,[OP040] Place BRIT1 and BRIT2 on FIXL,18813,4740,158.16,2.44,P08_R04,12,Assemble system,OP040,R04,P08
19222,4843,161.60001,[OP040] Catch component,19136,4822,160.88,0.72,P08_R04,10,Take component,OP040,R04,P08
19422,4894,163.28,[OP040] Place BRIT1 and BRIT2 on FIXL,19222,4843,161.60001,1.68,P08_R04,12,Assemble system,OP040,R04,P08
19626,4945,165.0,[OP040] Catch Bolt B820PT,19469,4905,163.67999,1.32,P08_R04,7,Picking left,OP040,R04,P08
19655,4952,165.24001,[OP040] Put down component,19626,4945,165.0,0.24,P08_R04,11,Put down component,OP040,R04,P08
19821,4994,166.64,[OP040] Catch component,19760,4979,166.12,0.52,P08_R04,10,Take component,OP040,R04,P08
20321,5120,170.84,[OP040] Place FIXL on P360-2,19864,5005,167.0,3.84,P08_R04,12,Assemble system,OP040,R04,P08
20473,5158,172.12,[OP040] Take screwdriver,20345,5126,171.03999,1.08,P08_R04,10,Take component,OP040,R04,P08
20825,5247,175.08,[OP040] Screw FIXL with B820PT,20473,5158,172.12,2.96,P08_R04,12,Assemble system,OP040,R04,P08
21030,5299,176.8,[OP040] Put down screwdriver,20825,5247,175.08,1.72,P08_R04,5,Put down screwdriver,OP040,R04,P08
21430,5399,180.16,[OP050] Turn sheets,21258,5356,178.72,1.44,P08_R04,3,Turn sheets,OP050,R04,P08
21549,5429,181.16,[OP050] Catch Profile P040,21439,5402,180.24,0.92,P08_R04,6,Picking in front,OP050,R04,P08
21568,5434,181.32,[OP050] Put down component,21549,5429,181.16,0.16,P08_R04,11,Put down component,OP050,R04,P08
21777,5487,183.08,[OP050] Catch Bolt B820PT,21577,5437,181.4,1.68,P08_R04,7,Picking left,OP050,R04,P08
21801,5493,183.28,[OP050] Put down component,21777,5487,183.08,0.2,P08_R04,11,Put down component,OP050,R04,P08
22053,5556,185.4,[OP050] Catch Bolt B820PT,21810,5495,183.36,2.04,P08_R04,7,Picking left,OP050,R04,P08
22619,5699,190.16,[OP050] Place BRIT1 and BRIT2 on P040,22143,5579,186.16,4.0,P08_R04,12,Assemble system,OP050,R04,P08
22752,5733,191.28,[OP050] Catch component,22629,5701,190.24,1.04,P08_R04,10,Take component,OP050,R04,P08
22809,5747,191.76,[OP050] Catch component,22752,5733,191.28,0.48,P08_R04,10,Take component,OP050,R04,P08
23085,5817,194.08,[OP050] Place P040 on P360-2,22809,5747,191.76,2.32,P08_R04,12,Assemble system,OP050,R04,P08
23252,5859,195.48,[OP050] Take screwdriver,23085,5817,194.08,1.4,P08_R04,4,Take screwdriver,OP050,R04,P08
23614,5950,198.52,[OP050] Screw P040 with B820PT,23252,5859,195.48,3.04,P08_R04,12,Assemble system,OP050,R04,P08
23790,5994,200.0,[OP050] Put down screwdriver,23614,5950,198.52,1.48,P08_R04,5,Put down screwdriver,OP050,R04,P08
24213,6101,203.56,[OP060] Catch Fixture key LARD,23932,6030,201.2,2.36,P08_R04,7,Picking left,OP060,R04,P08
24370,6140,204.88,[OP060] Catch Fixation FIXA1,24232,6105,203.72,1.16,P08_R04,6,Picking in front,OP060,R04,P08
24836,6258,208.8,[OP060] Place LARD on P040 (P360-2),24399,6147,205.12,3.68,P08_R04,12,Assemble system,OP060,R04,P08
25269,6367,212.44,[OP060] Catch Bolt B820 (x2),25003,6300,210.2,2.24,P08_R04,7,Picking left,OP060,R04,P08
25702,6476,216.08,[OP060] Place FIXA1 on P360-2,25326,6381,212.92,3.16,P08_R04,12,Assemble system,OP060,R04,P08
25831,6508,217.16,[OP060] Take screwdriver,25707,6477,216.12,1.04,P08_R04,4,Take screwdriver,OP060,R04,P08
26578,6696,223.44,[OP060] Screw FIXA1 with B820,25831,6508,217.16,6.28,P08_R04,12,Assemble system,OP060,R04,P08
26758,6742,224.96,[OP060] Put down screwdriver,26578,6696,223.44,1.52,P08_R04,5,Put down screwdriver,OP060,R04,P08
26935,6786,226.44,[OP060] Turn sheets,26778,6747,225.12,1.32,P08_R04,3,Turn sheets,OP060,R04,P08
27201,6854,228.68,[OP060] Catch Fixation FIXA2,27077,6822,227.64,1.04,P08_R04,6,Picking in front,OP060,R04,P08
27391,6901,230.28,[OP060] Catch Bolt B820 (x2),27201,6854,228.68,1.6,P08_R04,7,Picking left,OP060,R04,P08
27658,6969,232.52,[OP060] Place FIXA2 on P360-2,27391,6901,230.28,2.24,P08_R04,12,Assemble system,OP060,R04,P08
27867,7021,234.28,[OP060] Take screwdriver,27701,6979,232.88,1.4,P08_R04,4,Take screwdriver,OP060,R04,P08
28210,7108,237.16,[OP060] Screw FIXA1 with B820,27867,7021,234.28,2.88,P08_R04,12,Assemble system,OP060,R04,P08
28405,7157,238.8,[OP060] Put down screwdriver,28210,7108,237.16,1.64,P08_R04,5,Put down screwdriver,OP060,R04,P08
28809,7259,242.2,[OP070] Catch Disk DI2T,28538,7190,239.92,2.28,P08_R04,6,Picking in front,OP070,R04,P08
28866,7273,242.68,[OP070] Put down component,28809,7259,242.2,0.48,P08_R04,11,Put down component,OP070,R04,P08
29237,7367,245.8,[OP070] Catch Bolt B835,28985,7303,243.68,2.12,P08_R04,7,Picking left,OP070,R04,P08
29266,7374,246.04,[OP070] Put down component,29237,7367,245.8,0.24,P08_R04,11,Put down component,OP070,R04,P08
29675,7477,249.48,[OP070] Catch Nut ECR8,29266,7374,246.04,3.44,P08_R04,7,Picking left,OP070,R04,P08
29708,7485,249.76,[OP070] Put down component,29675,7477,249.48,0.28,P08_R04,11,Put down component,OP070,R04,P08
29989,7556,252.12,[OP070] Catch P360-1,29794,7507,250.48,1.64,P08_R04,13,Take subsystem,OP070,R04,P08
30179,7604,253.72,[OP070] Catch component,30070,7576,252.8,0.92,P08_R04,10,Take component,OP070,R04,P08
30365,7651,255.28,[OP070] Place DI2T on P360-2,30208,7611,253.96,1.32,P08_R04,12,Assemble system,OP070,R04,P08
30522,7690,256.6,[OP070] Catch component,30379,7654,255.4,1.2,P08_R04,10,Take component,OP070,R04,P08
31407,7913,264.04,[OP070] Place ECR8 on DI2T,30532,7693,256.68,7.36,P08_R04,12,Assemble system,OP070,R04,P08
31559,7952,265.32,[OP070] Catch component,31421,7917,264.16,1.16,P08_R04,10,Take component,OP070,R04,P08
32344,8149,271.92,[OP070] Take screwdriver,32159,8103,270.36,1.56,P08_R04,4,Take screwdriver,OP070,R04,P08
32720,8244,275.08,[OP070] Screw P360-2 with B835,32344,8149,271.92,3.16,P08_R04,12,Assemble system,OP070,R04,P08
32853,8278,276.2,[OP070] Put down screwdriver,32720,8244,275.08,1.12,P08_R04,5,Put down screwdriver,OP070,R04,P08
33615,8470,282.6,[OP070] Put down Lower Part,33058,8329,277.92,4.68,P08_R04,14,Put down subsystem,OP070,R04,P08
481,121,4.04,[OP010] Consult sheets,386,97,3.24,0.8,P09_R01,2,Consult sheets,OP010,R01,P09
824,207,6.92,[OP010] Catch Fixation FIXA1,490,123,4.12,2.8,P09_R01,6,Picking in front,OP010,R01,P09
981,247,8.24,[OP010] Catch Fixture key LARD,833,210,7.0,1.24,P09_R01,7,Picking left,OP010,R01,P09
1014,255,8.52,[OP010] Put down component,981,247,8.24,0.28,P09_R01,11,Put down component,OP010,R01,P09
1338,337,11.24,[OP010] Catch Bolt B820,1038,261,8.72,2.52,P09_R01,7,Picking left,OP010,R01,P09
1547,390,13.0,[OP010] Put down component,1338,337,11.24,1.76,P09_R01,11,Put down component,OP010,R01,P09
1766,445,14.84,[OP010] Catch component,1657,417,13.92,0.92,P09_R01,10,Take component,OP010,R01,P09
2100,529,17.64,[OP010] Place LARD on Profile P360-1,1795,452,15.08,2.56,P09_R01,12,Assemble system,OP010,R01,P09
2205,555,18.52,[OP010] Catch component,2100,529,17.64,0.88,P09_R01,10,Take component,OP010,R01,P09
2400,604,20.16,[OP010] Catch component,2266,571,19.04,1.12,P09_R01,10,Take component,OP010,R01,P09
2752,693,23.12,[OP010] Take screwdriver,2585,651,21.72,1.4,P09_R01,4,Take screwdriver,OP010,R01,P09
2885,726,24.24,[OP010] Screw FIXA1 with B820,2752,693,23.12,1.12,P09_R01,12,Assemble system,OP010,R01,P09
3066,772,25.76,[OP010] Take measuring rod,2933,738,24.64,1.12,P09_R01,8,Take measuring rod,OP010,R01,P09
3257,820,27.36,[OP010] Place FIXA1 on LARD at 160mm,3081,776,25.88,1.48,P09_R01,12,Assemble system,OP010,R01,P09
3490,879,29.32,[OP010] Take screwdriver,3333,839,28.0,1.32,P09_R01,4,Take screwdriver,OP010,R01,P09
3676,925,30.88,[OP010] Screw FIXA1 with B820,3490,879,29.32,1.56,P09_R01,12,Assemble system,OP010,R01,P09
3790,954,31.84,[OP010] Put down screwdriver,3685,928,30.96,0.88,P09_R01,5,Put down screwdriver,OP010,R01,P09
4209,1060,35.36,[OP020] Turn sheets,3923,988,32.96,2.4,P09_R01,3,Turn sheets,OP020,R01,P09
4419,1112,37.12,[OP020] Catch Fixation FIXA1,4219,1062,35.44,1.68,P09_R01,7,Picking left,OP020,R01,P09
4585,1154,38.52,[OP020] Catch Fixture key LARD,4428,1115,37.2,1.32,P09_R01,7,Picking left,OP020,R01,P09
4771,1201,40.08,[OP020] Catch Bolt B820,4585,1154,38.52,1.56,P09_R01,7,Picking left,OP020,R01,P09
4804,1210,40.36,[OP020] Put down component,4771,1201,40.08,0.28,P09_R01,11,Put down component,OP020,R01,P09
4890,1231,41.08,[OP020] Catch component,4804,1210,40.36,0.72,P09_R01,10,Take component,OP020,R01,P09
5328,1341,44.76,[OP020] Place LARD on P360-1,4909,1236,41.24,3.52,P09_R01,12,Assemble system,OP020,R01,P09
5418,1364,45.52,[OP020] Catch component,5333,1343,44.8,0.72,P09_R01,10,Take component,OP020,R01,P09
5623,1416,47.24,[OP020] Catch component,5457,1374,45.84,1.4,P09_R01,10,Take component,OP020,R01,P09
5957,1500,50.04,[OP020] Take screwdriver,5742,1446,48.24,1.8,P09_R01,4,Take screwdriver,OP020,R01,P09
6133,1544,51.52,[OP020] Screw FIXA1 with B820,5957,1500,50.04,1.48,P09_R01,12,Assemble system,OP020,R01,P09
6299,1586,52.92,[OP020] Put down screwdriver,6152,1549,51.68,1.24,P09_R01,5,Put down screwdriver,OP020,R01,P09
6423,1617,53.96,[OP020] Take measuring rod,6309,1588,53.0,0.96,P09_R01,8,Take measuring rod,OP020,R01,P09
6661,1677,55.96,[OP020] Place FIXA1 on LARD at 160mm,6423,1617,53.96,2.0,P09_R01,12,Assemble system,OP020,R01,P09
6833,1720,57.4,[OP020] Take screwdriver,6676,1681,56.08,1.32,P09_R01,4,Take screwdriver,OP020,R01,P09
7128,1795,59.88,[OP020] Screw FIXA1 with B820,6847,1724,57.52,2.36,P09_R01,12,Assemble system,OP020,R01,P09
7233,1821,60.76,[OP020] Put down screwdriver,7142,1798,60.0,0.76,P09_R01,5,Put down screwdriver,OP020,R01,P09
7347,1850,61.72,[OP020] Put down measuring rod,7233,1821,60.76,0.96,P09_R01,9,Put down measuring rod,OP020,R01,P09
7637,1923,64.16,[OP030] Consult sheets,7599,1913,63.84,0.32,P09_R01,2,Consult sheets,OP030,R01,P09
8056,2028,67.68,[OP030] Catch Pillow block bearing PAL4019 (x2),7652,1926,64.28,3.4,P09_R01,6,Picking in front,OP030,R01,P09
8152,2052,68.48,[OP030] Put down component,8071,2032,67.8,0.68,P09_R01,11,Put down component,OP030,R01,P09
8423,2121,70.76,[OP030] Catch Bolt B840 (x2),8161,2055,68.56,2.2,P09_R01,7,Picking left,OP030,R01,P09
8623,2171,72.44,[OP030] Catch Fixture key LARD (x2),8428,2122,70.8,1.64,P09_R01,7,Picking left,OP030,R01,P09
8771,2208,73.68,[OP030] Put down component,8623,2171,72.44,1.24,P09_R01,11,Put down component,OP030,R01,P09
9028,2273,75.84,[OP030] Catch Fixation FIXT (x2),8813,2219,74.04,1.8,P09_R01,6,Picking in front,OP030,R01,P09
9051,2279,76.04,[OP030] Put down component,9028,2273,75.84,0.2,P09_R01,11,Put down component,OP030,R01,P09
9261,2332,77.8,[OP030] Catch component,9051,2279,76.04,1.76,P09_R01,10,Take component,OP030,R01,P09
9380,2362,78.8,[OP030] Place LARD on P360-1 (x2),9261,2332,77.8,1.0,P09_R01,12,Assemble system,OP030,R01,P09
9513,2395,79.92,[OP030] Catch component,9380,2362,78.8,1.12,P09_R01,10,Take component,OP030,R01,P09
9880,2488,83.0,[OP030] Place LARD on P360-1 (x2),9537,2401,80.12,2.88,P09_R01,12,Assemble system,OP030,R01,P09
10037,2527,84.32,[OP030] Catch component,9894,2491,83.12,1.2,P09_R01,10,Take component,OP030,R01,P09
10266,2585,86.24,[OP030] Catch component,10113,2546,84.96,1.28,P09_R01,10,Take component,OP030,R01,P09
10599,2669,89.04,[OP030] Catch component,10442,2629,87.72,1.32,P09_R01,10,Take component,OP030,R01,P09
10994,2768,92.36,[OP030] Catch component,10747,2706,90.28,2.08,P09_R01,10,Take component,OP030,R01,P09
11051,2782,92.84,[OP030] Place FIXT on LARD (x2),10999,2769,92.4,0.44,P09_R01,12,Assemble system,OP030,R01,P09
11289,2842,94.84,[OP030] Catch component,11051,2782,92.84,2.0,P09_R01,10,Take component,OP030,R01,P09
11737,2955,98.6,[OP030] Place PAL4019 on FIXT (x2),11308,2847,95.0,3.6,P09_R01,12,Assemble system,OP030,R01,P09
11989,3019,100.72,[OP030] Take screwdriver,11751,2959,98.72,2.0,P09_R01,4,Take screwdriver,OP030,R01,P09
12684,3194,106.56,[OP030] Screw PAL4019 with B820 (x2),11989,3019,100.72,5.84,P09_R01,12,Assemble system,OP030,R01,P09
13284,3345,111.6,[OP030] Screw PAL4019 with B820 (x2),12794,3221,107.48,4.12,P09_R01,12,Assemble system,OP030,R01,P09
13446,3385,112.96,[OP030] Put down screwdriver,13294,3347,111.68,1.28,P09_R01,5,Put down screwdriver,OP030,R01,P09
13665,3441,114.8,[OP030] Catch Cover CAPO (x2),13461,3389,113.08,1.72,P09_R01,6,Picking in front,OP030,R01,P09
14008,3527,117.68,[OP030] Place CAPO on P360-1(x2),13737,3459,115.4,2.28,P09_R01,12,Assemble system,OP030,R01,P09
14346,3612,120.52,[OP030] Place CAPO on P360-1(x2),14103,3551,118.48,2.04,P09_R01,12,Assemble system,OP030,R01,P09
15060,3792,126.52,[OP030] Put down Profile P360-1,14665,3692,123.2,3.32,P09_R01,14,Put down subsystem,OP030,R01,P09
15470,3895,129.96,[OP040] Turn sheets,15127,3809,127.08,2.88,P09_R01,3,Turn sheets,OP040,R01,P09
15656,3942,131.52,[OP040] Catch Fixation FIXL,15484,3898,130.08,1.44,P09_R01,6,Picking in front,OP040,R01,P09
15989,4026,134.32,[OP040] Catch Bolt B820PT,15779,3973,132.56,1.76,P09_R01,7,Picking left,OP040,R01,P09
16551,4167,139.04,[OP040] Place FIXL on P360-2,16051,4041,134.84,4.2,P09_R01,12,Assemble system,OP040,R01,P09
16770,4222,140.88,[OP040] Take screwdriver,16565,4171,139.16,1.72,P09_R01,4,Take screwdriver,OP040,R01,P09
17051,4293,143.24,[OP040] Screw FIXL with B820PT,16770,4222,140.88,2.36,P09_R01,12,Assemble system,OP040,R01,P09
17194,4329,144.44,[OP040] Put down screwdriver,17074,4299,143.44,1.0,P09_R01,5,Put down screwdriver,OP040,R01,P09
18089,4554,151.96,[OP040] Catch Fixation FIXA2,17841,4492,149.88,2.08,P09_R01,6,Picking in front,OP040,R01,P09
18351,4620,154.16,[OP040] Catch Strap clamps BRIT (x2),18098,4557,152.04,2.12,P09_R01,7,Picking left,OP040,R01,P09
18393,4631,154.52,[OP040] Put down component,18351,4620,154.16,0.36,P09_R01,11,Put down component,OP040,R01,P09
18631,4691,156.52,[OP040] Catch Bolt B820,18431,4641,154.84,1.68,P09_R01,7,Picking left,OP040,R01,P09
18793,4732,157.88,[OP040] Catch component,18631,4691,156.52,1.36,P09_R01,10,Take component,OP040,R01,P09
19517,4914,163.96,[OP040] Place BRIT1 and BRIT2 on FIXL,18841,4744,158.28,5.68,P09_R01,12,Assemble system,OP040,R01,P09
19660,4950,165.16,[OP040] Catch component,19517,4914,163.96,1.2,P09_R01,10,Take component,OP040,R01,P09
19784,4981,166.2,[OP040] Place BRIT1 and BRIT2 on FIXL,19660,4950,165.16,1.04,P09_R01,12,Assemble system,OP040,R01,P09
20046,5047,168.4,[OP040] Place FIXA2 on P360-2,19808,4987,166.4,2.0,P09_R01,12,Assemble system,OP040,R01,P09
20198,5085,169.68,[OP040] Catch component,20060,5051,168.52,1.16,P09_R01,10,Take component,OP040,R01,P09
20498,5161,172.2,[OP040] Place FIXA2 on P360-2,20203,5087,169.72,2.48,P09_R01,12,Assemble system,OP040,R01,P09
20717,5216,174.04,[OP040] Take screwdriver,20512,5164,172.32,1.72,P09_R01,4,Take screwdriver,OP040,R01,P09
21126,5319,177.48,[OP040] Screw FIXA2 with B820,20717,5216,174.04,3.44,P09_R01,12,Assemble system,OP040,R01,P09
21555,5427,181.08,[OP040] Put down screwdriver,21384,5384,179.64,1.44,P09_R01,5,Put down screwdriver,OP040,R01,P09
21903,5514,184.0,[OP050] Turn sheets,21555,5427,181.08,2.92,P09_R01,3,Turn sheets,OP050,R01,P09
22093,5562,185.6,[OP050] Catch Profile P040,21917,5518,184.12,1.48,P09_R01,6,Picking in front,OP050,R01,P09
22341,5625,187.68,[OP050] Catch Strap clamps BRIT (x2),22103,5565,185.68,2.0,P09_R01,7,Picking left,OP050,R01,P09
22807,5742,191.6,[OP050] Place BRIT1 and BRIT2 on P040,22474,5658,188.8,2.8,P09_R01,12,Assemble system,OP050,R01,P09
23317,5871,195.88,[OP050] Place P040 on P360-2,22960,5781,192.88,3.0,P09_R01,12,Assemble system,OP050,R01,P09
23536,5926,197.72,[OP050] Catch Bolt B820PT,23326,5873,195.96,1.76,P09_R01,7,Picking left,OP050,R01,P09
23550,5929,197.84,[OP050] Put down component,23536,5926,197.72,0.12,P09_R01,11,Put down component,OP050,R01,P09
23774,5986,199.72,[OP050] Catch component,23593,5940,198.2,1.52,P09_R01,10,Take component,OP050,R01,P09
23836,6001,200.24,[OP050] Place P040 on P360-2,23774,5986,199.72,0.52,P09_R01,12,Assemble system,OP050,R01,P09
24045,6054,202.0,[OP050] Take screwdriver,23855,6006,200.4,1.6,P09_R01,4,Take screwdriver,OP050,R01,P09
24274,6111,203.92,[OP050] Screw P040 with B820PT,24064,6059,202.16,1.76,P09_R01,12,Assemble system,OP050,R01,P09
24374,6137,204.76,[OP050] Put down screwdriver,24288,6115,204.04,0.72,P09_R01,5,Put down screwdriver,OP050,R01,P09
24840,6254,208.68,[OP060] Catch Fixation FIXA1,24640,6204,207.0,1.68,P09_R01,6,Picking in front,OP060,R01,P09
